edad,salario,años_experiencia,horas_trabajo,satisfaccion,num_proyectos,num_empleados,departamento,ciudad,genero,nivel_educacion,tamaño_empresa
18,48583.9666790101,-4.0,34.21792091628072,8.42468951376209,3,50,Ventas,Madrid,M,Máster,Grande
19,32427.365210844855,-3.0,44.250396662087766,7.5712006864213555,2,10,Finanzas,Valencia,F,Grado,Mediana
48,22477.731379615823,9.706341879799275,42.088403761197,6.061866368372596,2,1000,Finanzas,Barcelona,M,Grado,Mediana
51,30148.685784389294,1.4571073564251795,40.53722187170446,7.928134019355718,5,50,RRHH,Madrid,F,Grado,Pequeña
32,62590.84559244009,10.0,41.93685740316495,5.435990766381953,2,10,IT,Sevilla,F,Grado,Pequeña
40,93180.44424570237,13.111135599144786,41.61592741229103,8.888276682275913,3,50,IT,Madrid,M,Máster,Grande
38,78560.30018679812,5.804541831998491,46.41908429926781,2.107700574352806,4,10,IT,Valencia,F,Bachillerato,Mediana
65,28440.66565138449,19.101265525048664,46.47492792408478,6.285405798152317,1,100,Marketing,Sevilla,M,Doctorado,Mediana
46,20747.712598292015,15.1497468612796,42.72110176170173,9.651993778070326,1,500,IT,Madrid,M,Grado,Grande
33,38965.93661989527,5.323095275705457,44.22901436281464,5.374880889938101,3,500,RRHH,Madrid,F,Grado,Mediana
25,14999.622561762139,3.0,42.570312762123876,9.634973558817112,3,50,Marketing,Madrid,M,Grado,Pequeña
18,42684.18931915257,-4.0,37.6941513398269,4.561263340756771,3,50,IT,Barcelona,M,Máster,Pequeña
37,33731.88147122696,10.940670659056329,43.7828233745657,5.902830501694182,3,10,Finanzas,Sevilla,F,Grado,Pequeña
27,28766.93018959739,5.0,33.027524655703694,6.330865375130584,1,100,RRHH,Sevilla,M,Grado,Mediana
20,16360.881111319823,-2.0,45.269457761479416,8.61660361358848,3,50,RRHH,Madrid,M,Grado,Mediana
28,46948.19568271606,6.0,34.02738530116982,6.707284040904896,3,50,Ventas,Sevilla,F,Bachillerato,Grande
24,27823.870439931907,2.0,41.429016433973665,4.330558808389993,0,500,RRHH,Valencia,M,Grado,Mediana
51,20232.420704435546,9.79773839790062,35.77423020786921,9.258407324563574,2,10,Finanzas,Valencia,F,Grado,Pequeña
43,8637.503673384845,11.883850268267446,42.766944915372136,7.916029708257683,1,10,RRHH,Madrid,M,Máster,Pequeña
34,35819.31483657741,10.2235027505802,39.830373870360454,7.818578125463932,3,10,Ventas,Valencia,F,Máster,Mediana
49,88091.01306117668,12.869233706293757,32.026220209183336,7.4763503477815,2,10,RRHH,Madrid,F,Grado,Grande
35,83335.47495232377,10.637161660275758,42.103498155092396,8.779600145843695,1,10,RRHH,Valencia,F,Máster,Pequeña
26,28895.809734629835,4.0,37.110396115836444,2.7017070503079554,3,50,Ventas,Madrid,F,Grado,Grande
50,26873.446787843164,9.742588277981016,44.405733604066846,7.767086040534031,3,50,RRHH,Madrid,F,Máster,Pequeña
40,45907.65363632462,17.537435354380936,40.006628443672035,9.005588229237194,4,10,Marketing,Sevilla,M,Bachillerato,Pequeña
24,22044.254508326958,2.0,41.97710492694019,6.680759183421131,1,100,RRHH,Sevilla,F,Grado,Grande
33,42230.413939717764,5.795097156848404,35.21215522492394,5.927323387092722,1,10,IT,Madrid,F,Grado,Pequeña
26,53265.2879059356,4.0,37.05333884286319,7.13721592850662,7,100,IT,Sevilla,M,Máster,Mediana
21,67068.28858647558,-1.0,37.706806819494574,4.317584724521915,1,50,Marketing,Sevilla,F,Bachillerato,Pequeña
44,34541.713573954985,8.678479492219509,44.283512401212775,5.71151758629262,5,50,RRHH,Barcelona,M,Grado,Grande
54,32799.32204869494,3.279045147147337,48.386885439027445,9.482248970456261,0,500,Finanzas,Valencia,M,Grado,Grande
21,23412.110416183106,-1.0,35.97414124128562,7.522362648666774,7,10,RRHH,Sevilla,F,Bachillerato,Grande
40,24018.02389214413,7.657973375622823,45.3842407232884,4.879278711195295,3,50,IT,Madrid,M,Máster,Pequeña
28,32427.449634761917,6.0,29.15161291137149,5.257224486295198,1,500,Ventas,Barcelona,M,Grado,Pequeña
30,43637.96264700046,8.0,34.02905299453855,8.348334604650983,4,50,Marketing,Barcelona,M,Máster,Mediana
29,57342.21185742843,4.117290632614833,35.206107719066125,9.000582915507945,5,10,Ventas,Sevilla,F,Bachillerato,Pequeña
26,24304.347545414064,4.0,33.23745655279639,6.762945674674185,2,50,Finanzas,Madrid,M,Grado,Mediana
35,76599.38174482767,13.0,32.0820580510621,7.544775160333214,1,100,RRHH,Madrid,F,Máster,Mediana
26,31711.61192198612,4.0,42.06499456068899,8.194451865493063,2,500,Finanzas,Madrid,F,Máster,Pequeña
37,35929.58582715269,14.576854226825366,38.92966151136069,9.153353530594346,6,10,Ventas,Madrid,M,Grado,Mediana
34,24994.077116115655,4.187686442158787,41.89702698802555,7.44829126952747,1,10,RRHH,Madrid,F,Grado,Grande
32,10806.24914016756,1.6654679585720715,43.45236343060756,9.705921988826015,4,50,Finanzas,Valencia,M,Máster,Grande
25,56501.51314936034,3.0,41.328084965862665,8.639120985690683,4,10,IT,Madrid,M,Bachillerato,Pequeña
29,52492.30931159817,7.0,43.28881588075187,4.50447887314918,2,10,IT,Madrid,F,Máster,Pequeña
42,31550.232002879904,3.361614626996431,39.65233856878865,7.947518331255333,1,10,Marketing,Valencia,F,Grado,Pequeña
40,37552.504721860154,7.753353025279857,34.06503305847128,8.713294828571705,0,10,IT,Sevilla,F,Máster,Pequeña
25,47003.13632815264,3.0,45.28907090410398,7.634166107949779,2,10,IT,Barcelona,M,Grado,Pequeña
35,16626.067459561495,11.411820069011057,37.05443933609436,6.886520526209361,4,500,Ventas,Valencia,M,Bachillerato,Grande
42,27874.66975468982,2.1820733075817813,35.322018506187874,3.2017874505216666,4,10,IT,Barcelona,M,Grado,Pequeña
18,54021.2269412552,-4.0,39.11041062097801,6.6763398820752204,3,10,IT,Barcelona,F,Doctorado,Pequeña
40,19396.642991745386,9.590500759266172,35.43594540351744,6.595941948721804,5,10,Ventas,Valencia,M,Máster,Pequeña
28,42056.9094112823,6.0,37.91284809005284,7.560552263672048,5,500,IT,Madrid,M,Grado,Pequeña
40,18429.52169286698,5.761158847313959,41.72026960781733,6.871978936554597,2,100,IT,Barcelona,M,Grado,Pequeña
27,45853.875109196495,5.0,41.74170869623063,8.315954784561848,2,100,Marketing,Madrid,M,Grado,Mediana
18,35674.06591608831,-4.0,35.51084966787185,3.749709914756921,4,10,IT,Sevilla,F,Bachillerato,Mediana
18,16194.615542418644,-4.0,37.56147313525628,9.669308539188451,1,500,IT,Valencia,M,Grado,Pequeña
35,65014.76501951656,13.0,45.37166502385122,8.479104094798048,4,50,Marketing,Barcelona,F,Grado,Pequeña
37,25152.28966145753,7.954621314959305,42.482000588669706,9.40702277645234,5,10,Ventas,Madrid,M,Grado,Mediana
25,24218.54113736048,3.0,50.37532519674271,6.526470954294097,3,50,IT,Barcelona,M,Grado,Pequeña
41,40146.26137558313,6.591491899976767,45.90064086870764,8.445906313931726,3,500,Finanzas,Sevilla,M,Máster,Pequeña
18,64493.43242390429,-4.0,45.721465342799696,7.911618478792361,4,100,Ventas,Sevilla,F,Grado,Grande
34,21852.9038391587,6.099461632759228,33.06065724772099,6.7452585517458,1,500,Ventas,Barcelona,F,Grado,Mediana
22,37452.91881613828,0.0,43.819301758167114,6.040163037057614,3,500,IT,Valencia,F,Grado,Mediana
28,44999.571665615906,6.0,39.73446599151545,6.296381082466804,4,10,Marketing,Sevilla,M,Grado,Grande
35,51356.80885929198,8.935642132096774,37.24509098230875,7.34355779443418,3,50,Ventas,Madrid,M,Máster,Mediana
26,39664.8537118828,4.0,40.84007670266264,6.187461145453011,1,10,Marketing,Sevilla,F,Máster,Grande
31,30226.85602236371,4.200044813740348,44.72605767305742,9.776803983321807,4,500,Finanzas,Madrid,M,Grado,Grande
45,24009.500608246373,10.792863406688666,42.50415795502106,8.130673109206967,2,10,Marketing,Barcelona,M,Grado,Pequeña
29,37913.856894698954,7.0,35.6076309932897,2.6951176624693964,4,500,RRHH,Madrid,F,Máster,Grande
43,21246.139643347065,12.657545907552763,43.7122945679631,6.512237422292587,1,50,Marketing,Barcelona,M,Grado,Pequeña
23,8428.084139913582,1.0,36.81206228962018,7.23615703739155,4,50,Ventas,Sevilla,M,Grado,Pequeña
40,45174.13204382463,18.0,41.08341559482143,6.755205048327139,2,10,Marketing,Valencia,M,Máster,Grande
49,57066.20822466427,13.098936096240969,38.48324966261433,7.036254297592333,4,50,Marketing,Sevilla,F,Grado,Grande
18,11142.63234480871,-4.0,38.90566874132187,4.694618666641385,2,500,RRHH,Sevilla,M,Grado,Mediana
27,21919.55955672612,5.0,43.83121487520255,7.99150743471638,7,10,RRHH,Sevilla,F,Bachillerato,Pequeña
40,49492.535069255224,9.952986027541908,34.79903140092051,7.84819389608988,3,50,IT,Sevilla,M,Grado,Mediana
32,101594.81047863969,8.553193575468228,49.72597537138466,5.862926018204664,2,10,Ventas,Valencia,F,Grado,Mediana
38,36695.03922178514,10.737769776567454,30.89456965352752,8.206380053025988,2,50,IT,Sevilla,F,Bachillerato,Pequeña
28,25235.285929590213,3.1867908920450656,37.01166158372571,6.9282343611438,3,10,RRHH,Madrid,F,Máster,Grande
35,33141.838938816705,9.967550631453774,41.85105944970871,8.530747044823565,2,10,Marketing,Valencia,F,Grado,Pequeña
33,72217.53840466596,8.931144443079868,42.92157083217655,4.334925955070954,0,500,RRHH,Valencia,M,Grado,Pequeña
46,26291.945340415547,11.266170680632042,39.49762139714147,9.57299559428366,0,50,Finanzas,Madrid,F,Grado,Pequeña
37,24352.845906091396,14.596321852203205,39.71304648499229,5.054911910850199,4,10,Marketing,Barcelona,M,Máster,Pequeña
38,28527.6262515876,12.088362565874464,42.052750426638084,6.2113910150523335,3,50,IT,Sevilla,M,Grado,Mediana
30,22546.512933335674,6.600227577088448,38.8446526127116,5.540273330535738,2,10,Marketing,Valencia,F,Máster,Pequeña
30,38612.64752978512,8.0,46.96590628967453,5.786331624542137,0,10,Finanzas,Sevilla,M,Máster,Mediana
30,81825.0924512885,8.0,44.19674557115801,7.502769773331267,3,50,RRHH,Sevilla,M,Máster,Pequeña
38,42682.30184322439,14.765115824337597,44.36412175502817,2.4519076250283485,9,10,Ventas,Madrid,M,Grado,Mediana
30,32010.627913452612,4.786985075314945,35.16921638314791,8.744216611775963,3,100,Ventas,Madrid,M,Máster,Mediana
37,31385.282930478115,12.031192993675157,39.60305787797149,8.01696357442288,5,50,Ventas,Madrid,F,Grado,Pequeña
55,16620.7068177953,5.1599113882072976,38.49767025639648,5.2988236828528565,7,100,RRHH,Sevilla,M,Bachillerato,Mediana
43,56475.08738029836,8.162700249775833,34.97199312155267,5.1048816417319305,4,500,Ventas,Valencia,M,Bachillerato,Mediana
31,34929.3036317283,9.0,41.800820919728835,7.606420436771293,4,10,Finanzas,Valencia,M,Máster,Mediana
47,33181.907223303686,10.462528124445711,37.31177121110092,8.362185109857613,1,50,RRHH,Barcelona,M,Grado,Mediana
30,179253.05183978556,8.0,43.27701914925119,6.471380203744084,2,50,Ventas,Sevilla,M,Máster,Grande
18,42166.293733718136,-4.0,34.649042185528344,6.104343072378211,3,10,IT,Barcelona,F,Grado,Grande
24,24936.914008557225,2.0,48.5952030642091,3.6795702889850435,4,500,RRHH,Barcelona,M,Grado,Pequeña
18,29343.349358036787,-4.0,35.518336707039694,8.935713702017358,2,100,RRHH,Barcelona,F,Máster,Mediana
31,64487.25295179305,3.275715131718601,41.09651168600218,7.362077612749135,2,50,Marketing,Barcelona,M,Grado,Pequeña
35,38431.59571244316,13.0,43.95929655194034,7.886463829989471,0,50,Ventas,Barcelona,F,Máster,Pequeña
51,17691.879196837468,8.953081848460243,37.146797848999434,5.2091169286462256,2,10,IT,Sevilla,M,Máster,Pequeña
38,57504.26898733817,9.171948811772372,44.262343217164755,6.020951066467573,2,50,Finanzas,Madrid,M,Grado,Grande
32,26001.979721266234,9.513021429917547,33.85408201099792,9.188235181573553,2,100,RRHH,Barcelona,F,Grado,Mediana
43,92655.99060868492,11.381136341580167,47.2605884959128,8.854403147668354,4,50,Finanzas,Valencia,F,Bachillerato,Pequeña
18,62319.14948193096,-4.0,40.07074632482879,5.306765373065491,2,10,Finanzas,Sevilla,F,Grado,Pequeña
37,29037.374415754377,8.224088774965397,37.0179429601556,6.973258640562366,4,100,Finanzas,Barcelona,M,Bachillerato,Grande
42,68906.66459666162,8.911710110828256,38.50409113786283,6.437176935918093,3,50,Marketing,Valencia,F,Grado,Pequeña
20,37568.74581019161,-2.0,44.044596346963594,7.579505985051994,1,50,Finanzas,Barcelona,F,Máster,Pequeña
46,55624.93425643794,6.597713044746474,37.07772354074781,6.148881942861319,3,50,Ventas,Madrid,F,Grado,Grande
38,46275.42902702512,6.58213260045425,36.253211552886114,4.689848384674536,6,50,Ventas,Sevilla,M,Máster,Mediana
30,23785.267907142937,8.0,38.89231701208131,9.400780534563753,4,100,IT,Madrid,M,Grado,Pequeña
41,26323.703442469166,5.970655936740149,34.11518943615016,6.946807474527033,2,500,IT,Valencia,M,Grado,Mediana
57,60777.8327648368,1.565078948622973,49.10271953970908,9.035677478561215,6,10,Finanzas,Barcelona,F,Grado,Grande
36,30718.25351581408,7.80577234192798,37.16802704392639,5.302655145908947,3,500,Finanzas,Madrid,M,Máster,Grande
37,29678.429111752357,4.942884422706084,44.158083930902016,8.999349104050788,2,50,Marketing,Madrid,M,Bachillerato,Pequeña
30,22526.298104697,8.0,41.047350418238864,7.681257470298542,5,100,Finanzas,Barcelona,M,Máster,Pequeña
26,44882.33348855638,4.0,35.077329747590156,6.804534277927826,4,500,Finanzas,Sevilla,M,Grado,Pequeña
43,101850.61496875691,11.444879591845291,39.970226453936355,8.12201189663318,2,50,Finanzas,Valencia,F,Bachillerato,Mediana
26,21295.126929556922,4.0,43.92001389655374,6.262329344502486,4,500,RRHH,Sevilla,M,Grado,Mediana
35,36757.94707994833,3.6261562032001717,39.058693324568466,9.163448903610876,2,10,RRHH,Valencia,F,Grado,Pequeña
30,73578.6571072763,8.0,45.96556472925514,8.120745736118636,1,10,Marketing,Valencia,F,Grado,Mediana
39,34897.80821574009,7.6490351575659945,45.10757696390932,6.36379632910225,3,100,Marketing,Madrid,F,Máster,Mediana
38,45532.694080516936,4.720878599455363,44.59457427329165,7.230640038909719,2,500,Ventas,Barcelona,F,Máster,Mediana
45,21349.91923886274,13.103661554725106,37.701716138635014,7.552304453870963,3,500,Marketing,Sevilla,F,Máster,Grande
29,44988.11166394969,5.638368684938753,34.60078776109256,7.057120432088157,5,100,Ventas,Madrid,F,Máster,Mediana
32,33071.52328961107,6.445273438113468,36.93206197318603,9.455379692993679,3,50,Finanzas,Madrid,M,Máster,Pequeña
25,59448.46001055986,3.0,40.9812047033336,9.083679028714437,2,50,Marketing,Madrid,F,Máster,Mediana
30,65755.1336804658,8.0,42.72893356766178,9.392234363646363,0,1000,Marketing,Sevilla,M,Bachillerato,Grande
38,132558.82935572788,5.330894927191597,29.14214297619776,7.911950663421385,2,50,Marketing,Madrid,F,Grado,Pequeña
42,48524.13522279453,7.9758670858854215,39.959433991941246,7.152166431978676,2,100,Ventas,Barcelona,M,Bachillerato,Grande
25,42740.32608256688,3.0,40.79044612661592,4.35875088282992,5,50,Ventas,Madrid,F,Grado,Pequeña
43,40022.302923148294,13.751488044005152,38.61227871842224,5.837203006136553,1,100,IT,Madrid,M,Máster,Pequeña
48,30437.07916702484,13.747327351461983,46.4563691950794,7.5720498148867845,1,50,Ventas,Valencia,M,Grado,Pequeña
39,43012.322428641586,17.0,42.10890037125436,8.25566059081934,2,1000,Ventas,Madrid,F,Grado,Grande
53,31328.994667266656,23.069116116473417,46.550959540404484,6.603269690106119,2,50,RRHH,Sevilla,F,Grado,Mediana
27,39506.89482288515,5.0,38.92019739824884,8.269326196943355,3,500,Marketing,Sevilla,F,Grado,Pequeña
22,70178.604741904,0.0,44.68738746253462,6.918111801524617,1,10,Ventas,Barcelona,F,Grado,Grande
18,21954.52872702766,-4.0,48.17533197263759,6.871398820193536,2,50,Marketing,Sevilla,M,Grado,Mediana
49,64211.60782417416,10.156460805912213,46.55846724636331,5.390355830442418,1,100,Marketing,Sevilla,M,Grado,Grande
41,70161.67730877994,11.294774658812642,34.53929203285634,9.057465697971786,0,100,RRHH,Madrid,F,Grado,Pequeña
34,34233.69721012824,5.793845991690094,38.73161961228809,6.795637922557184,4,500,Marketing,Barcelona,F,Grado,Pequeña
37,12570.053408929873,6.703288856372596,38.274176472751016,7.597499617337666,2,10,Ventas,Sevilla,M,Grado,Mediana
23,26798.173373014997,1.0,42.446272675381636,5.246526894562602,3,10,Marketing,Barcelona,F,Bachillerato,Mediana
59,69459.37118025008,11.421735956872103,43.431767775072665,7.165092527258393,4,50,IT,Barcelona,M,Grado,Mediana
36,35902.6349547276,14.0,35.80553662987132,4.965625055739339,4,10,IT,Valencia,F,Bachillerato,Mediana
36,22034.15181373712,14.0,40.33919256958469,8.672572861511913,6,1000,RRHH,Valencia,F,Máster,Mediana
42,28215.099006119184,3.849607664727286,29.900363339219318,8.41325072033705,3,10,Ventas,Madrid,M,Grado,Pequeña
39,55287.93627956879,7.245876124751304,47.20972502900945,5.91977045854455,4,50,RRHH,Sevilla,M,Máster,Mediana
37,47732.4521488166,5.491693327905096,37.43812879661653,5.686744598990091,1,10,IT,Madrid,F,Máster,Pequeña
27,32226.164072059742,5.0,40.279319699222484,9.969675880196354,4,50,Ventas,Madrid,M,Máster,Pequeña
39,30229.930662107512,10.61373768527823,38.451751430059694,6.510312335741972,5,50,Marketing,Barcelona,F,Grado,Pequeña
53,29855.39756666494,5.682771271374116,45.73013787506707,8.087465125466037,0,10,Ventas,Barcelona,M,Grado,Mediana
48,22897.77235532915,6.1317984159958705,25.812467793013106,8.68168053374016,1,50,Finanzas,Barcelona,F,Grado,Grande
50,81445.37627212807,15.84024637475074,39.916948288370456,6.178051935036227,5,50,Ventas,Madrid,F,Bachillerato,Pequeña
29,30910.146212934866,7.0,39.47090621251151,9.295032715428704,5,1000,Marketing,Sevilla,F,Máster,Pequeña
25,66741.30198378632,3.0,37.73181806204158,5.9226501004237235,5,10,Finanzas,Madrid,M,Grado,Pequeña
33,77703.69002996465,5.429098618680655,48.63113272817816,6.856932766331846,3,50,RRHH,Madrid,M,Doctorado,Grande
35,59823.596300460355,13.0,35.563352705721144,7.503508270247284,3,1000,Ventas,Madrid,M,Máster,Mediana
45,29266.237991746144,14.397678779436509,43.85898088617831,6.519998152423106,5,100,RRHH,Valencia,M,Bachillerato,Grande
18,44438.65799513439,-4.0,41.78126394353042,9.344336709914703,4,1000,Ventas,Valencia,F,Máster,Grande
50,35878.81169674738,10.154335191919268,46.30759626267758,4.697430557555788,2,1000,IT,Sevilla,M,Grado,Pequeña
33,23112.966737140607,11.0,36.66405457611247,7.139578372515728,1,50,IT,Valencia,M,Grado,Pequeña
30,42709.627443374986,3.8210083982484333,36.335155504381206,9.42625137363322,3,100,Marketing,Madrid,M,Grado,Mediana
24,20140.341137180676,2.0,45.48034953738699,6.070920384254583,3,10,IT,Valencia,F,Máster,Pequeña
18,65764.77859118226,-4.0,42.12660654165055,8.491385619745135,5,50,Finanzas,Valencia,M,Grado,Pequeña
43,28787.350513287507,6.510568851162689,32.27531326661621,4.119466373067639,5,500,Finanzas,Madrid,M,Máster,Pequeña
35,40158.11547882095,12.189792927028305,37.303474927683645,4.975302966289094,4,50,Ventas,Sevilla,F,Grado,Mediana
22,41841.499448381466,0.0,41.931913269240304,7.945586186202192,2,100,RRHH,Valencia,F,Grado,Mediana
22,31905.941110735967,0.0,44.18882110773295,5.451525296179241,1,100,Finanzas,Madrid,F,Grado,Pequeña
31,48695.743400214604,9.0,36.60384673403522,7.181009855430074,4,10,Ventas,Madrid,F,Grado,Mediana
51,28639.672091466626,6.020751357073362,25.428720050915295,6.8690788849072115,2,500,RRHH,Madrid,F,Grado,Pequeña
32,56142.515061683145,6.581972060037889,42.61611592868517,9.468077330544089,2,50,IT,Barcelona,F,Grado,Mediana
19,18527.47713802607,-3.0,33.89839655028012,6.897530517817007,3,10,Ventas,Madrid,F,Máster,Mediana
32,38684.32622108536,9.533502090958923,29.913306009387945,7.292391975121742,1,500,RRHH,Valencia,M,Grado,Pequeña
32,95746.99277778332,10.0,25.838370375079297,8.279952371603938,3,50,Marketing,Valencia,F,Doctorado,Mediana
18,22022.817141991334,-4.0,44.0699043009887,6.559965758768972,3,100,Marketing,Madrid,F,Bachillerato,Mediana
34,25877.45783212198,10.369430603005249,40.643087252024834,8.19298907839189,10,50,Finanzas,Barcelona,F,Grado,Pequeña
32,46955.42022991377,10.0,38.87171809643874,9.5153673770088,2,50,RRHH,Barcelona,F,Bachillerato,Pequeña
41,39727.180945080836,13.682848314966002,46.94512181481381,5.732483475842615,2,500,Marketing,Barcelona,F,Bachillerato,Grande
53,43274.33658169504,12.808544181147974,43.18662341511536,7.548075554204554,3,50,Finanzas,Valencia,M,Máster,Pequeña
46,46378.60649971311,5.907904418088112,48.08150021360959,5.87220528033069,9,50,Ventas,Barcelona,M,Máster,Mediana
32,49879.26848957122,10.0,33.03632263916502,3.1156054489756615,3,10,Ventas,Sevilla,M,Máster,Grande
23,63249.96928507032,1.0,39.827246880230184,6.5199510281356705,2,500,RRHH,Sevilla,M,Máster,Pequeña
60,44574.147989687466,9.92566726966108,31.91643312525993,8.981212231538787,2,10,RRHH,Barcelona,M,Máster,Pequeña
35,32188.713983616955,6.083432059463308,38.853088340722664,7.718543809661346,2,500,RRHH,Sevilla,M,Grado,Grande
35,50832.279276455156,9.463686341399457,38.756920731166616,4.367225183064937,2,50,RRHH,Madrid,M,Máster,Pequeña
34,93895.8029751922,4.081867051399275,43.133068186315356,8.759425088730811,2,100,Marketing,Barcelona,F,Grado,Mediana
36,33985.29217125162,14.0,40.22781940570949,9.184617589039165,4,500,Marketing,Barcelona,F,Grado,Mediana
33,22308.774327581403,6.875430958526874,43.11703569139958,6.4422846709341925,1,10,Finanzas,Barcelona,F,Máster,Mediana
29,63167.192203326944,7.0,43.517200665694475,4.44919554300594,0,50,Marketing,Madrid,F,Bachillerato,Grande
29,34194.13503100984,7.0,50.77464338691571,6.261634003671521,2,100,Ventas,Madrid,F,Máster,Grande
34,12254.705038331807,12.0,38.42351672356938,8.543865564539326,7,100,Finanzas,Barcelona,F,Grado,Mediana
29,55476.28097550004,7.0,35.294886496668106,6.135922623807083,2,50,Marketing,Valencia,M,Máster,Grande
27,27787.34296635065,5.0,41.23041807658204,8.091940337589097,2,100,RRHH,Valencia,F,Grado,Grande
36,34708.27322017937,5.815281655135873,35.98859986430228,8.82151097959593,3,100,Marketing,Sevilla,F,Grado,Grande
32,42872.68399005244,10.0,47.40980384218268,8.153037203974176,3,500,IT,Madrid,F,Bachillerato,Mediana
50,39944.64261262087,5.839209005485683,38.583909805273834,7.640636741123849,2,100,Finanzas,Sevilla,M,Máster,Pequeña
18,51778.273438355514,-4.0,37.17211816063005,8.437129630794672,4,50,Marketing,Sevilla,M,Grado,Mediana
45,29209.720150066016,14.710983723364546,37.64342139424441,4.6932921057705945,5,1000,Marketing,Barcelona,M,Grado,Pequeña
47,46936.59367292186,19.19770969408681,43.592087117358204,4.026851023416198,4,50,Ventas,Valencia,F,Grado,Pequeña
18,31895.705669753974,-4.0,39.21126508384258,6.688054209809092,2,10,RRHH,Sevilla,F,Grado,Pequeña
31,52543.949958781275,9.0,36.79166589934809,7.33242304749831,5,50,RRHH,Barcelona,F,Doctorado,Grande
31,49398.91513013987,5.599732009314936,48.32675958811765,7.708422190745062,2,10,Ventas,Madrid,M,Bachillerato,Pequeña
20,22749.095127614222,-2.0,35.71915079669125,8.283148231433373,2,10,Ventas,Sevilla,M,Grado,Mediana
27,62504.32654743413,5.0,40.17783037016497,7.128289030616582,4,10,IT,Valencia,F,Grado,Mediana
23,27778.51828583714,1.0,43.26153075805115,4.600309405556231,4,10,Finanzas,Madrid,M,Grado,Pequeña
52,54395.0751894657,5.946867212660044,31.843324447914632,8.392730963102865,2,100,RRHH,Barcelona,F,Grado,Mediana
44,43636.256579693545,14.961115832656615,42.40130250702963,6.1074130278168335,6,10,Ventas,Madrid,M,Máster,Mediana
47,91043.42217028282,11.540494339428706,34.72446162259775,6.514811867197138,3,10,Ventas,Sevilla,M,Máster,Grande
42,32476.3369347833,5.365190367000792,44.11391390417001,4.183265020233063,7,10,Finanzas,Madrid,M,Bachillerato,Pequeña
23,30495.719300462548,1.0,35.18674494040512,5.579482346244258,1,10,Ventas,Madrid,F,Grado,Pequeña
29,35964.592689858386,7.0,43.4638451592443,5.609118232095268,1,10,IT,Madrid,M,Doctorado,Mediana
39,31207.386999646416,12.039796904150538,45.529165331473564,4.851020341384864,2,50,Finanzas,Valencia,F,Bachillerato,Pequeña
22,54174.79004879504,0.0,44.30718262816403,4.9783610155624745,0,1000,IT,Sevilla,F,Grado,Pequeña
42,16185.073308850751,8.704393566137348,41.25658324119051,8.510535565838659,4,500,Marketing,Barcelona,F,Grado,Pequeña
32,21443.11278313434,10.0,38.8434952853515,7.535139080413406,5,500,RRHH,Valencia,M,Grado,Mediana
31,21292.252203482505,8.323603097882742,37.11790211832578,6.0907010490309865,2,10,Ventas,Sevilla,M,Máster,Pequeña
42,58404.8256261166,5.564126341370228,47.35517345408552,6.108824725098651,1,10,Finanzas,Barcelona,M,Máster,Mediana
39,85417.53497628216,15.719952655945894,36.50252389916179,8.303035615994343,2,10,IT,Barcelona,F,Grado,Grande
31,34467.61238786002,8.157778992958072,34.81466963215002,5.703786916257236,9,100,RRHH,Barcelona,M,Máster,Mediana
46,33375.89254962862,18.030052284493696,43.32684467516415,7.7004173032538406,3,10,RRHH,Sevilla,M,Grado,Pequeña
24,37610.03121978094,2.0,36.019315984067525,8.711053920837099,2,50,Ventas,Barcelona,F,Grado,Mediana
41,64921.82620422301,7.936563205717683,35.24968251266937,9.198505071629432,6,10,RRHH,Barcelona,F,Bachillerato,Pequeña
40,22841.250961294772,6.995669750330907,32.781978689151174,5.465735553085613,5,10,Ventas,Valencia,F,Máster,Pequeña
31,40912.23703812246,8.635857219776367,37.58545080269741,5.97476413024998,1,1000,Marketing,Barcelona,M,Grado,Pequeña
38,59136.216431642715,11.456089079335506,39.586424880517534,8.002731322419184,1,100,Ventas,Madrid,M,Grado,Pequeña
22,46655.54602074057,0.0,41.215458638303495,8.421794157278821,4,500,IT,Valencia,F,Máster,Mediana
44,39926.31096752798,5.1845466771074475,44.75653122149742,6.835680730777871,0,50,RRHH,Valencia,M,Máster,Grande
33,59905.466854038474,3.7765293470400363,42.63448961832897,3.7262690299328356,1,500,RRHH,Sevilla,F,Doctorado,Grande
29,9399.237552200784,3.5302503436511916,39.0456389022341,7.005384722505741,1,100,RRHH,Barcelona,M,Grado,Pequeña
45,50967.204699959584,4.6165653171522125,39.0090216181014,5.81748583562812,2,500,Ventas,Madrid,F,Máster,Mediana
27,26185.527678175695,5.0,42.550787344575916,8.529818177547098,6,10,Finanzas,Madrid,M,Grado,Pequeña
20,14540.360603512709,-2.0,46.36285081464285,9.272631318022656,2,50,Ventas,Barcelona,F,Doctorado,Mediana
19,46891.9500868112,-3.0,40.631570997416,6.455329543797628,8,100,IT,Barcelona,F,Máster,Pequeña
41,72173.57586058407,9.911128914342903,37.65434572894795,6.3559475862742065,2,50,Ventas,Sevilla,F,Doctorado,Grande
22,33903.57492035019,0.0,35.035669994572274,7.263756951689406,1,500,RRHH,Madrid,M,Doctorado,Grande
52,58479.83503855094,19.521007049477006,32.77397367793887,8.46646415829326,3,1000,Marketing,Valencia,M,Bachillerato,Pequeña
