edad,antiguedad,salario,horas_extra,satisfaccion,proyectos_completados,evaluacion_desempeno,departamento,nivel,educacion,abandono
64.0,12.0,78026.67006351227,0.6954140770375189,7.476713611709383,4.0,3.203380733948812,Marketing,Mid,Bachiller,0
26.0,7.0,50436.99156412615,4.608031426575962,4.826480192190336,5.0,4.5826502537389615,Marketing,Mid,Universitario,0
58.0,1.0,59914.44559985311,3.598682788884771,,5.0,2.4889289629030205,IT,Senior,Maestría,0
61.0,9.0,73368.39351091189,5.0313461065688845,4.844748827087239,3.0,4.022995968113633,IT,Mid,Bachiller,0
61.0,6.0,77441.42189639897,1.048616086617133,2.8393937145366372,4.0,2.4715883431131163,IT,Junior,Maestría,1
63.0,16.0,93371.6374087498,0.4086692922516554,9.406392498739615,5.0,,IT,Junior,Maestría,0
31.0,14.0,,12.16651954210863,9.860219597758402,0.0,3.670377675966733,IT,Junior,Universitario,0
36.0,11.0,57063.00541176101,,8.549169713520099,3.0,2.367513354145306,Marketing,Senior,Bachiller,0
42.0,19.0,,,5.968690387572402,4.0,2.501276942804904,Marketing,Junior,Bachiller,0
55.0,6.0,66939.27888131372,0.49105658206894215,,2.0,1.397528512228027,Ventas,Mid,Maestría,0
43.0,11.0,64547.992482822265,4.554677408643979,3.726160602207333,3.0,2.9976172000841976,Marketing,Junior,Maestría,0
43.0,0.0,50346.74815374693,4.294811684892044,5.892683351287382,6.0,4.121279893682937,RRHH,Junior,Universitario,0
30.0,7.0,47857.854097786265,1.3684998000185882,7.9685553034647665,3.0,4.6937064996016815,Finanzas,Senior,Universitario,0
47.0,1.0,62439.01484414697,5.057401581710046,9.220451705782947,2.0,1.807077014573494,IT,Senior,Maestría,1
34.0,19.0,71588.63238677001,1.156476482263527,4.9199085339140005,2.0,3.3314182749903347,RRHH,Senior,Bachiller,0
39.0,14.0,,6.836079905508071,6.868401009676408,3.0,3.660374785184516,RRHH,Junior,Maestría,0
22.0,1.0,47945.64098244501,0.5484025719406158,4.7424176117034635,3.0,3.609343058503554,IT,Senior,Bachiller,0
44.0,11.0,65805.62289470954,7.713678638221484,5.166028104247517,7.0,1.983642048040461,Finanzas,Junior,Doctorado,0
54.0,17.0,79564.45166516336,0.24962086528100047,3.2413741717904894,4.0,4.90690524361899,Marketing,Senior,Universitario,0
52.0,6.0,55801.27894583442,2.310549338986224,8.307303112175003,4.0,4.756392117060374,Finanzas,Senior,Universitario,0
42.0,9.0,,0.42134870898491006,7.481695129810136,2.0,1.335583796162278,Finanzas,Mid,Universitario,0
44.0,1.0,,,7.091379034362032,3.0,4.278930706415347,Ventas,Junior,Universitario,1
37.0,,58818.60532460278,1.5606348724189272,6.873367052878901,1.0,4.917560914784152,RRHH,Mid,Bachiller,0
48.0,13.0,,3.2030336031549917,,2.0,2.26361949277435,Ventas,Junior,Universitario,0
,15.0,80783.1373470372,0.6006695267305269,9.019280387885468,3.0,1.9461225456092914,Ventas,Senior,Universitario,0
59.0,12.0,,3.0291783202335414,8.978051644323697,1.0,2.74785527607492,Ventas,Junior,Universitario,0
35.0,3.0,,5.149004395595429,8.476956667406235,6.0,4.768873100512089,Ventas,Junior,Universitario,0
58.0,18.0,,4.7695606209433254,,5.0,,Finanzas,Senior,Universitario,0
28.0,17.0,71027.75020151894,3.193539726466186,2.5492453963238475,0.0,3.225459342223775,RRHH,Junior,Universitario,1
33.0,6.0,,6.518783802959027,9.795076478013845,7.0,3.98382272830405,Ventas,Senior,Doctorado,0
49.0,,83795.33334527395,2.916841376494082,3.000008708411136,1.0,3.3812356389381995,IT,Junior,Maestría,1
24.0,12.0,61119.90130608656,2.0538222700589492,4.630463620908619,,2.4702139784216373,RRHH,Junior,Maestría,1
43.0,,77850.48556760284,11.404352523335213,9.378345066023092,0.0,3.2312482945605034,Ventas,Mid,Universitario,0
42.0,17.0,76999.57631854927,3.193607310744718,2.2316754791199713,1.0,3.699471057716598,Ventas,Mid,Maestría,1
50.0,19.0,89387.40345129141,0.1507695761888151,6.607554192688749,5.0,4.396258378479749,IT,Mid,Bachiller,0
41.0,12.0,79076.68616442573,3.648703566372361,8.653623761921136,0.0,3.566638715754105,Ventas,Junior,Universitario,0
24.0,7.0,49987.66352365741,0.36566286108213725,8.093351505923671,2.0,1.0047142243453249,IT,Senior,Bachiller,0
48.0,3.0,60116.558435765815,12.343799244195402,6.668915886693824,4.0,4.8998988834272375,Finanzas,Senior,Universitario,0
42.0,5.0,,1.9786770513394811,1.025415187283883,2.0,3.8200761873740343,Finanzas,Junior,Universitario,1
62.0,17.0,83267.77967575403,1.0859363558202475,3.842962546359639,3.0,4.845268429529664,Ventas,Mid,Bachiller,0
54.0,16.0,80922.52384783144,1.8775599603895294,4.792884896981862,5.0,2.507931833094045,Finanzas,Mid,Universitario,0
51.0,19.0,82116.58606052467,,4.099050306787852,2.0,1.6608833295477523,Ventas,Junior,Universitario,1
,12.0,88332.44210944908,2.2664308048119084,,1.0,3.2357048060339904,Marketing,Senior,Universitario,0
62.0,1.0,58585.851949596,0.6965400660724641,5.889982178517352,3.0,4.626787229895513,IT,Mid,Universitario,0
30.0,7.0,,2.2795514306723796,3.6998342635073183,3.0,3.4521291245752557,Ventas,Junior,Universitario,1
59.0,1.0,61085.579621757686,0.23142643203306543,2.201415690692216,1.0,,Marketing,Mid,Maestría,0
44.0,14.0,68715.07040954396,5.572391335492293,9.136438019076424,8.0,4.2464235704215625,IT,Mid,Universitario,0
44.0,4.0,49780.319911498285,2.1363348347213664,2.630919002231956,1.0,4.25441438910173,Ventas,Junior,Bachiller,1
22.0,15.0,60305.89508304191,1.611305061477748,8.422535107789368,4.0,3.025348172232423,Finanzas,Junior,Maestría,0
42.0,15.0,69745.80064658851,1.1021323329644104,,1.0,1.5497885058769127,RRHH,Senior,Universitario,1
53.0,13.0,77473.15868746687,1.6661667036092986,9.017374538615599,3.0,,Marketing,Junior,Bachiller,0
47.0,9.0,,1.6800033304811233,5.076827992068027,5.0,1.7546153559151096,Marketing,Mid,Bachiller,0
54.0,9.0,76469.9093154467,3.5041250707720586,1.701305598989829,4.0,4.269379058940619,Finanzas,Junior,Universitario,0
30.0,,74081.89002365217,0.3833220757164133,1.3146769833282677,4.0,4.045745433563663,Finanzas,Senior,Maestría,1
38.0,13.0,70137.74170589515,0.9021864914950566,4.378641616028559,2.0,2.4040495732148135,Marketing,Senior,Universitario,0
27.0,2.0,41823.8231476263,,6.988947314808868,0.0,1.6005956069248586,Finanzas,Junior,Maestría,0
28.0,19.0,71268.06007651782,5.862381440406903,9.568791512904914,1.0,2.1719442777500872,RRHH,Senior,Universitario,0
28.0,14.0,66837.93464154757,2.944858032525548,,3.0,1.2986414249376135,IT,Mid,Universitario,0
58.0,19.0,,4.075147218032599,9.737667252393692,7.0,4.825833957942544,Finanzas,Mid,Maestría,0
26.0,17.0,66932.54003207703,14.262130320364957,2.243071641845151,,4.430294012893578,Finanzas,Junior,Bachiller,0
,5.0,72946.88422456314,0.999508648362789,1.0654834067884478,,1.0045212952853633,Ventas,Mid,Maestría,0
31.0,0.0,44914.19615117455,7.111107822044415,7.092866539618429,,1.5562704770862013,IT,Senior,Universitario,0
38.0,11.0,60492.874244539176,,,3.0,,Marketing,Mid,Doctorado,1
61.0,6.0,,0.5549779443714057,6.125048847499873,5.0,1.538187824639401,Ventas,Junior,Doctorado,0
49.0,3.0,59929.23187039888,,8.069003971804232,2.0,4.434707193969758,IT,Junior,Universitario,0
43.0,19.0,85763.45681794365,5.730490786085808,4.787498683799457,2.0,3.9175143726402295,IT,Mid,Bachiller,0
42.0,16.0,74548.91198209098,8.52388594854135,5.753930623692463,3.0,1.9530362245000505,Marketing,Mid,Universitario,0
53.0,2.0,65013.6193094218,0.2750008333755567,,3.0,3.5956445595294912,Finanzas,Mid,Maestría,1
53.0,15.0,81910.11888851662,4.247156956190265,9.729844597945114,3.0,1.6995421604239525,IT,Senior,Universitario,0
57.0,14.0,89427.571948399,2.750681837603514,6.163234320275766,5.0,2.385402126798206,Ventas,Senior,Universitario,0
,1.0,52351.49913275111,10.694460732450178,,2.0,3.2624787864102642,RRHH,Junior,Universitario,0
,4.0,,4.3935058163165515,2.937871810754117,,2.3370351059155547,Finanzas,Junior,Universitario,1
42.0,2.0,,2.7057375537290174,1.3125325035398665,2.0,1.0005840243571034,IT,Junior,Universitario,0
56.0,11.0,69234.57171851212,,,1.0,2.820193610525543,Finanzas,Junior,Universitario,0
35.0,15.0,66723.36237960543,1.7628480841961305,5.023508298304032,3.0,1.3981749926977862,IT,Mid,Universitario,0
44.0,11.0,,9.39311391833386,,1.0,1.4263496046279989,Ventas,Mid,Universitario,1
63.0,12.0,,,7.1008449576234325,,3.353702192470781,IT,Junior,Doctorado,0
45.0,18.0,79772.9591198146,1.8838880557446345,8.27562246744921,6.0,4.826385693174755,Marketing,Mid,Maestría,0
51.0,11.0,66893.9386995656,5.0737556971985125,3.6050609416607373,3.0,3.120261404176425,Finanzas,Mid,Universitario,0
31.0,11.0,62019.84274425536,16.247937875681735,3.0969885084388102,2.0,1.588879814455944,RRHH,Junior,Universitario,1
26.0,15.0,67213.56267393526,2.9898979187519323,8.384433060373048,4.0,2.279730404545049,Finanzas,Senior,Bachiller,1
63.0,17.0,86744.53519245343,12.07588854314628,3.194815852728504,3.0,1.3038850627339835,Marketing,Mid,Maestría,0
51.0,,72253.27789524126,0.9884632149099819,8.642372677949645,2.0,4.0800334397738425,IT,Senior,Universitario,0
28.0,2.0,44676.40534930395,1.2959583134038888,3.8554809449007177,0.0,2.7658658415579427,Finanzas,Mid,Universitario,0
27.0,8.0,45507.46845434955,5.425563284974992,6.681671095683464,1.0,2.8854944375637737,IT,Junior,Bachiller,0
29.0,16.0,61497.12783634721,,,8.0,2.3416418556942595,Ventas,Mid,Maestría,0
47.0,1.0,55077.591411813606,0.8428456682584151,7.245238102026848,1.0,2.4857132123006007,Ventas,Junior,Maestría,1
39.0,4.0,61458.67398714518,40.10363473946431,,3.0,2.3597447565079337,Ventas,Junior,Bachiller,1
57.0,10.0,75127.73548783072,3.928033164504021,8.754903442130756,2.0,4.433136649334833,IT,Junior,Universitario,0
47.0,4.0,54958.66718553062,6.647968240198393,8.989462934812668,1.0,2.894073895405444,Finanzas,Junior,Universitario,0
57.0,,,7.4753290443548845,,3.0,1.160086307270932,Marketing,Junior,Bachiller,0
62.0,17.0,87701.22482423297,,7.154234606346349,1.0,2.854473856238845,IT,Mid,Bachiller,0
25.0,4.0,45273.5494994807,1.898538027549049,9.012601301274008,2.0,4.911416117295683,IT,Junior,Bachiller,0
34.0,9.0,62300.13263703659,1.911021864600312,9.448496564679973,5.0,4.882045630454028,RRHH,Mid,Bachiller,0
45.0,,52111.841523447125,0.3844178802735864,1.185310087985513,4.0,4.45600848896988,Ventas,Mid,Universitario,0
52.0,12.0,75170.20244286627,9.518380262957587,9.644256092266728,7.0,4.0867182371597774,IT,Junior,Bachiller,0
43.0,1.0,56121.619607916866,1.9027900877702346,5.683102198415573,5.0,3.271868600477197,Marketing,Senior,Maestría,1
,7.0,75059.69912722292,0.4936792306936749,,5.0,4.003273284531076,Ventas,Mid,Bachiller,0
39.0,2.0,,1.030940728514488,7.259343477557611,4.0,1.7305094788771385,Ventas,Mid,Universitario,0
55.0,9.0,66404.15915278306,1.533136791868307,6.75429075720608,1.0,4.5892050773846,Marketing,Junior,Maestría,0
44.0,2.0,,3.519724071488785,8.542096170264086,5.0,3.3906294530076617,Ventas,Mid,Universitario,0
60.0,14.0,79996.94407617812,6.7675856590121475,5.359574633450974,4.0,3.1944935242591046,IT,Mid,Maestría,0
58.0,9.0,69583.65341344212,1.9423551952450175,9.36947752675718,1.0,4.4203637274150065,IT,Senior,Universitario,0
22.0,14.0,,3.0358373947985138,1.6921073114080227,3.0,2.457366879513477,Finanzas,Mid,Maestría,0
63.0,8.0,78903.0653723892,5.380035071065942,5.53288826522362,4.0,,RRHH,Mid,Universitario,0
41.0,15.0,57148.18168461906,2.6143060316585554,3.827760482692513,2.0,1.860680316558886,Marketing,Senior,Universitario,0
46.0,19.0,81898.80048708482,10.59091976075062,4.240963010507124,6.0,2.8146969141998035,Ventas,Senior,Universitario,0
27.0,,61889.252024585076,11.973168731951183,8.525133190783748,3.0,1.7661559987241509,Finanzas,Mid,Maestría,1
51.0,0.0,59886.069687621064,0.7983945019099594,8.341205691700583,2.0,2.131271262542114,Ventas,Junior,Maestría,0
41.0,3.0,50972.993125783,,3.791103163605597,5.0,4.261835536437875,Ventas,Mid,Bachiller,1
30.0,6.0,49813.62358352481,6.10403081994546,,1.0,4.7212272863188,Ventas,Junior,Universitario,1
39.0,17.0,78052.08856388372,3.143104768500733,4.249136997496292,5.0,3.4561008017556367,Finanzas,Senior,Bachiller,0
61.0,3.0,,2.4036350818809233,7.215659605719235,2.0,3.6612497092946565,Ventas,Junior,Bachiller,0
24.0,6.0,56259.71155919529,0.48993642661632025,4.027061586541059,3.0,1.7493571550365776,Ventas,Mid,Universitario,0
57.0,16.0,,1.583730600769677,5.315915102148693,5.0,3.5137919594017673,Finanzas,Senior,Maestría,0
,18.0,62146.826714343086,11.28154114319031,1.4453778982619516,3.0,3.4661720002088474,Ventas,Junior,Universitario,1
59.0,13.0,78399.51329233215,4.736318647408408,8.500782845063604,2.0,4.2903749512889195,Marketing,Mid,Universitario,0
22.0,19.0,68222.56306454366,10.428611437699738,9.991920559559652,0.0,3.095369283696768,IT,Mid,Bachiller,0
40.0,7.0,53727.567003417884,1.0931560791680837,6.269036270735602,3.0,4.918530595689373,Ventas,Junior,Universitario,0
59.0,9.0,80302.3600736587,1.7144516554803433,7.8453335885835305,2.0,1.282646597528811,IT,Junior,Bachiller,0
49.0,6.0,68227.1133923252,2.5604064925653662,4.927729392295747,1.0,4.060679787470898,IT,Mid,Maestría,0
30.0,,,12.306439347693212,8.773065439516133,2.0,4.327818838939004,IT,Junior,Maestría,1
31.0,8.0,55725.74164767519,3.2289822102298142,1.4234296577220862,4.0,3.019406136278717,IT,Mid,Maestría,0
45.0,1.0,,2.303300645934071,3.8574361742441376,3.0,4.281246554969451,IT,Mid,Maestría,0
47.0,3.0,,,6.242098623063108,1.0,2.3998891768929678,IT,Mid,Maestría,1
29.0,6.0,53511.23765332029,3.601910458067002,3.6844725899448623,1.0,4.864217740180482,RRHH,Junior,Universitario,1
26.0,4.0,56658.53880537497,7.578773994051802,5.561408562627234,1.0,2.028282233060212,Finanzas,Junior,Universitario,0
34.0,1.0,48843.77087458461,0.5552600818804353,6.246279249274968,3.0,2.9062503858923416,IT,Junior,Universitario,0
43.0,15.0,68158.90582824897,2.6324719353025223,6.848556103149658,,4.409561205435889,Finanzas,Mid,Universitario,0
55.0,13.0,73685.04758862991,1.758357918633942,9.774388059078946,4.0,1.185533091268835,Marketing,Mid,Bachiller,0
46.0,8.0,,1.8947214991087322,8.613434496311262,3.0,4.640535192171502,Marketing,Junior,Universitario,0
44.0,5.0,57692.84997038099,0.8084231023442291,7.457857357091682,3.0,2.8152959091988032,IT,Mid,Universitario,0
62.0,12.0,82216.1277765515,4.250798642104976,3.4089390433342124,1.0,4.870869782962725,Finanzas,Junior,Bachiller,0
42.0,15.0,,15.122965348836049,2.0450601674206004,3.0,2.6632151039691285,IT,Mid,Universitario,0
24.0,18.0,62529.682090427115,2.3161174764253167,1.8589615072700294,3.0,1.6805871831902848,Ventas,Senior,Universitario,0
29.0,4.0,48719.46262996957,,6.983172717855945,4.0,2.0592569227146074,Ventas,Mid,Bachiller,0
60.0,8.0,63158.97894577552,1.1242039927366099,6.1983599288108016,1.0,3.4760340394522475,Marketing,Mid,Universitario,0
60.0,,61401.78148137633,4.234538169650281,3.93117836933135,4.0,1.2233792327125301,RRHH,Senior,Maestría,1
43.0,4.0,65580.88120834969,5.205537610911656,,3.0,1.3045708394821975,IT,Junior,Universitario,0
32.0,11.0,60806.94116867082,7.263015327549955,7.012092866973984,5.0,2.3814352098185645,Finanzas,Mid,Universitario,0
44.0,9.0,69395.35159282327,5.52025801460068,7.040198101002281,4.0,1.2388575954883212,Finanzas,Mid,Maestría,0
37.0,9.0,62332.14785321226,1.6841962225727376,,2.0,3.2271465172348033,Ventas,Mid,Universitario,0
49.0,18.0,87161.27106155295,2.7262421244475727,5.013166667964298,4.0,3.3075478795920947,RRHH,Senior,Universitario,0
56.0,10.0,70736.3633481823,2.074560734870074,2.568811869612115,2.0,4.325990469835263,IT,Junior,Bachiller,1
63.0,11.0,81273.86696212209,4.534996211983007,1.6386641715102535,4.0,4.50566927453344,Marketing,Mid,Universitario,0
50.0,16.0,67121.84296259012,0.19446388745480808,5.332948074562469,5.0,4.328040140749507,IT,Junior,Bachiller,0
59.0,0.0,55962.77308158357,2.2058391513588584,,4.0,1.5861094702653058,Ventas,Mid,Bachiller,1
27.0,3.0,52775.026109488994,4.415636164390327,7.830320725381394,0.0,2.2356391270431337,IT,Mid,Universitario,0
35.0,4.0,60208.797347680564,1.4267712677885735,5.814340386272394,4.0,2.347783685704788,IT,Junior,Bachiller,1
50.0,13.0,68683.0312212245,15.80080109788133,1.4478373864114467,3.0,2.5551079823771286,Finanzas,Mid,Universitario,1
49.0,13.0,,4.228092715004295,7.422929766629409,,3.8521667201066077,IT,Senior,Maestría,0
31.0,2.0,,2.0175675108458306,7.119536893791974,1.0,2.2793225814960905,Finanzas,Junior,Universitario,0
25.0,17.0,71714.91235756119,4.075884080759237,9.139112690462113,3.0,2.0498801601953747,Marketing,Junior,Universitario,0
45.0,2.0,,1.9128183106592391,,6.0,2.3860593572342137,RRHH,Junior,Bachiller,0
23.0,10.0,59471.62050167309,13.141959063013315,8.38728620772224,4.0,4.341788612270035,Marketing,Mid,Maestría,0
50.0,6.0,58542.01651286936,4.999171021800679,9.365329266331978,0.0,4.864043361640327,Ventas,Junior,Universitario,0
46.0,13.0,71530.63014165072,0.7681821860549704,6.514650162074377,4.0,4.048840699464957,IT,Junior,Universitario,0
52.0,15.0,,3.878248784133299,,3.0,3.418309987336306,Marketing,Mid,Maestría,0
36.0,4.0,52194.19750301911,1.5803598778020778,1.5264965588239008,0.0,2.2397188796980125,Ventas,Junior,Maestría,1
59.0,12.0,78409.49604569796,2.6014434633987054,2.0847445704262344,2.0,,Ventas,Junior,Bachiller,0
54.0,15.0,84643.655008211,2.0937934071459465,1.6427031704395127,,2.7566690491953816,Ventas,Junior,Maestría,0
29.0,13.0,65451.11680217723,0.31862353777877495,7.9423024093966745,3.0,2.3056158466621737,Ventas,Junior,Maestría,0
61.0,6.0,67617.01518335669,,,4.0,3.63264563823527,IT,Senior,Universitario,0
37.0,9.0,63783.0433926604,0.6907816918872682,1.1679641451444298,2.0,3.3381372204770265,RRHH,Junior,Doctorado,0
59.0,7.0,67726.6335053071,2.8598708361015204,8.237180406405823,5.0,3.5946737681184615,IT,Junior,Maestría,0
62.0,16.0,83368.86695503269,1.745634194721719,5.257644132538019,2.0,1.9220482884497052,Finanzas,Junior,Maestría,0
55.0,2.0,50560.3557453766,7.033513484152206,6.7508800093923735,4.0,4.796066385547503,Finanzas,Junior,Universitario,0
27.0,18.0,64606.11782559836,2.1114853343863462,2.984641362166066,1.0,2.2641172439205715,IT,Junior,Doctorado,0
60.0,1.0,59343.82842703106,16.5042029434164,4.8848786131160224,3.0,2.409594427196133,RRHH,Senior,Maestría,1
61.0,2.0,57172.09296548775,19.526633441810873,4.171646022813634,4.0,2.1522028019503505,IT,Mid,Bachiller,0
44.0,17.0,,3.9146354541982875,3.5783679020219616,1.0,2.925432260361223,Ventas,Junior,Universitario,0
,14.0,80772.39358097961,5.766011707465361,9.97548208857705,,3.9601452474679357,RRHH,Mid,Maestría,0
56.0,14.0,82769.6674636284,4.8433155018301735,4.499408620376939,5.0,1.6544894051532109,IT,Junior,Universitario,0
50.0,8.0,69395.81619265735,5.65877721539262,,2.0,2.987837608055501,Marketing,Senior,Universitario,0
56.0,12.0,71532.28925996013,,6.528488758765936,6.0,3.283122791347945,Ventas,Junior,Universitario,0
23.0,16.0,61718.643576552204,2.413272588834465,,5.0,3.27009185881319,Ventas,Mid,Universitario,0
54.0,12.0,79447.92269978092,3.510607140804723,1.4396687013221774,3.0,1.4231474227255636,IT,Mid,Universitario,0
47.0,17.0,82393.25240902467,0.5496287011643233,2.8430961398433787,4.0,1.1841603850871496,IT,Junior,Maestría,1
53.0,11.0,69386.17846219926,1.9012052262502248,5.826055004342456,,1.6770135044688526,Marketing,Junior,Bachiller,0
39.0,4.0,60656.699955544194,0.8722616899617213,5.167509548934503,4.0,1.8609511193687287,RRHH,Mid,Universitario,0
55.0,12.0,66929.9406121682,,5.6902065566042115,5.0,1.8400304240271566,Marketing,Senior,Maestría,1
51.0,,60525.279370572825,17.332621533636704,7.209318659387468,5.0,3.0689828079454644,Marketing,Junior,Universitario,0
44.0,15.0,69787.33660767639,0.1972463798879995,1.3430435415150024,4.0,3.0458851487421095,Ventas,Senior,Maestría,1
41.0,12.0,,6.053953397280148,7.8007908970124085,3.0,2.4090754076819803,IT,Junior,Universitario,0
44.0,3.0,56219.610498326576,2.1813104591629537,2.6584336850240313,2.0,3.8624372547237713,IT,Mid,Universitario,0
61.0,18.0,85154.71958459639,5.561846111968421,7.77966598356617,2.0,3.1392127721221432,Marketing,Junior,Universitario,0
29.0,0.0,47039.77248055776,1.4400901505191626,1.208892605616759,3.0,2.2023299300753627,Finanzas,Junior,Universitario,0
35.0,13.0,76798.98618158819,0.7789889736491524,7.195322525919238,2.0,3.4250409106073754,IT,Senior,Bachiller,0
44.0,1.0,59779.95984686569,0.9396356015224315,6.22894971852283,2.0,1.7810616588864296,RRHH,Junior,Bachiller,1
35.0,4.0,55548.95670732862,1.0530598978816477,9.28090089068871,2.0,4.419622319854864,RRHH,Mid,Universitario,0
23.0,16.0,63974.44478741656,7.23974701518366,6.276261306228546,5.0,1.041628542874217,IT,Junior,Maestría,0
25.0,6.0,,5.688152065774097,3.3504480050522747,1.0,,IT,Junior,Universitario,1
45.0,8.0,64835.37574700381,2.1255137048268056,3.739435457613527,6.0,2.927878362321911,RRHH,Mid,Doctorado,0
57.0,15.0,,4.364904553790444,5.327009828254274,2.0,1.850663874714602,Marketing,Junior,Bachiller,0
30.0,13.0,66719.24806539815,8.860861573952429,,2.0,4.852875795137549,Finanzas,Senior,Bachiller,0
37.0,0.0,,3.190975887692875,,3.0,1.2643670753316152,IT,Junior,Universitario,0
53.0,1.0,,,7.2007892091477155,3.0,4.812430944358493,Ventas,Junior,Maestría,0
53.0,5.0,,2.051384297241311,9.835108220953513,3.0,3.576602318232328,IT,Junior,Bachiller,0
48.0,2.0,57978.960160884584,14.718272976362236,,2.0,3.196476501253444,IT,Junior,Universitario,0
36.0,1.0,48298.22539159447,1.292497607075083,5.201041237141877,6.0,2.5922229374030796,IT,Junior,Universitario,0
25.0,10.0,60230.4428213331,1.1600770792809676,4.263625627105164,2.0,3.505650670403789,Ventas,Junior,Bachiller,0
57.0,6.0,69290.73172115862,,2.5939629272495086,3.0,4.941397099277134,Ventas,Senior,Bachiller,1
46.0,9.0,70954.94938357655,3.155010971535388,3.1081335314161533,5.0,2.9820569779603128,RRHH,Junior,Bachiller,0
36.0,14.0,,,3.04478631956105,1.0,3.8073457186709168,IT,Junior,Universitario,1
33.0,1.0,48773.65216379056,0.6947725659569455,8.399908659574248,1.0,1.9645395801463161,Marketing,Mid,Bachiller,1
28.0,,50669.86965103528,6.597311826680256,,4.0,,IT,Junior,Universitario,0
57.0,6.0,72430.29445226133,0.7833735728265011,4.610734102709649,7.0,,Finanzas,Mid,Maestría,0
45.0,0.0,57743.77857304134,1.4943771815950213,5.668439288543762,2.0,1.1272387802746628,IT,Senior,Bachiller,0
27.0,7.0,45554.28293958093,6.169826993939134,8.633951797883167,4.0,,IT,Mid,Bachiller,0
62.0,6.0,66776.12180949858,4.459904488624774,,3.0,3.0253488472422156,Finanzas,Junior,Bachiller,0
52.0,,82882.89053095272,1.0506273315182866,1.8873836702832905,3.0,2.718180465810947,Marketing,Senior,Universitario,0
,19.0,,6.94545738645,,2.0,1.15723288810242,Finanzas,Mid,Universitario,0
32.0,5.0,57434.28680863417,0.03869801149884054,6.87907991589096,1.0,2.3597521865709123,Finanzas,Junior,Maestría,0
37.0,2.0,58615.82640113917,1.0933712298386196,6.609462465252902,1.0,1.1742198456222148,Finanzas,Junior,Universitario,0
35.0,16.0,72945.65798518457,,,2.0,2.132409837831085,Finanzas,Mid,Bachiller,0
46.0,10.0,,9.304105242496162,2.910157517126436,5.0,4.645196143583346,IT,Mid,Maestría,0
35.0,,86269.79178108387,2.781537061310568,9.977484750817872,7.0,3.5952276470815128,Finanzas,Senior,Universitario,0
59.0,8.0,71795.66510611329,0.17953254462701412,1.615706487243818,3.0,,Finanzas,Senior,Universitario,0
39.0,8.0,63445.74582094051,,8.014772021874622,1.0,2.2141014046022107,IT,Junior,Universitario,0
35.0,19.0,60268.37448960002,0.04196415270413375,,2.0,2.181764428815637,IT,Mid,Doctorado,0
45.0,,76772.21752643409,3.23827849128563,8.124190902332048,3.0,,IT,Mid,Maestría,0
29.0,5.0,62677.00592969222,6.450368789239888,4.194909563914128,5.0,1.4497664214161223,Marketing,Senior,Bachiller,0
46.0,19.0,73562.36376287461,2.036590579687392,9.975089712938763,3.0,1.2988842139925887,Finanzas,Senior,Universitario,0
55.0,14.0,77470.63479993878,12.559099737625811,2.1340281842551985,2.0,3.378946007447599,IT,Junior,Universitario,0
49.0,17.0,80637.01396331002,3.029586224898921,6.74182102647285,6.0,1.2520808161622363,RRHH,Senior,Maestría,1
45.0,19.0,85204.51922705115,1.4367053649683148,9.671331250128876,2.0,4.500771967396232,Finanzas,Mid,Doctorado,0
39.0,2.0,57436.72983310097,4.815276901461368,6.664239311242465,3.0,1.258904844752211,IT,Mid,Maestría,0
,7.0,66203.55600950646,0.8947195814107707,5.930858775641044,6.0,3.5250019052384522,IT,Senior,Maestría,0
63.0,19.0,,10.43246141612618,4.825006268221552,6.0,4.087362389805145,Marketing,Senior,Universitario,1
24.0,11.0,53495.67774044174,3.98080606346509,7.0619797102559625,5.0,1.1451116631976537,Marketing,Mid,Maestría,0
33.0,4.0,,9.613369971755715,8.328202303659548,4.0,2.0228324346297955,IT,Junior,Universitario,0
57.0,,62257.55400957767,6.583716908336655,4.793534801806357,1.0,2.341633278781658,Ventas,Junior,Bachiller,0
26.0,8.0,62589.419828593025,4.833279781305541,9.910177262156433,5.0,3.368105296053737,Marketing,Senior,Bachiller,0
40.0,16.0,69242.3632660159,0.10247971577117218,5.108259584556159,3.0,2.5602461134087378,RRHH,Mid,Universitario,0
33.0,2.0,51619.91452729771,,3.554040937912748,1.0,,IT,Mid,Bachiller,1
48.0,17.0,88375.70826954613,2.4699694638581535,6.379273688439003,2.0,2.3771103648140715,IT,Mid,Maestría,0
38.0,5.0,57329.98197570239,3.113441820263929,1.61980483301249,2.0,1.323649253641301,Ventas,Mid,Doctorado,1
64.0,11.0,74318.31058456497,2.8426182573669765,2.787769415375069,3.0,1.3607930240473145,RRHH,Junior,Universitario,0
49.0,5.0,60597.23484196054,0.6569904352605089,3.898159557252617,5.0,3.655886798049554,IT,Junior,Universitario,0
61.0,3.0,65710.03424438185,0.7830673150796762,8.130701681189802,2.0,3.0335674741369982,Finanzas,Junior,Maestría,0
43.0,18.0,,5.3346557482935255,2.6698173404752628,,2.770364248654095,IT,Junior,Universitario,0
31.0,2.0,48402.90816700481,1.9533545601456856,6.532035086488559,4.0,2.813046275754818,IT,Senior,Universitario,0
62.0,13.0,77105.67962737533,2.381202919444556,9.845696291479193,,3.8495356354033157,Marketing,Mid,Doctorado,0
27.0,1.0,52524.32352102202,0.5719961308541247,7.755377945122864,5.0,2.159848985763535,IT,Mid,Bachiller,0
